English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
PM Modi to visit Varanasi on Dev Deepawali,??? ??????? ?? ??????? ?? ???? ??? ???? ????,8,9,1
"Young Virat Kohli, on the other hand, will be oozing with confidence following his impressive showing in Australia, which earned him the post of vice-captain in Sehwag's absence.","""???? ????? ??? ???? ????? ????? ??????????? ??? ????? ???????? ?? ??? ??????????? ?? ????? ????? ????? ?????? ????? ?? ?????????? ??? ??? ?? ?? ?????? ??? ?????",28,28,0
"""The body was sent to GMCH-32 for an autopsy.",???? ?? ?? ?? ??????????? ?? ??? ????????-32 ?? ??????? ?? ??????? ??? ???? ?? ???? ???,9,17,8
"""The biggest demand, outside the host nation, has come from the United States, whose team failed to qualify, with 86,710 sold.","?????? ??? ?? ??? ?????? ?? ???? ???? ???? ??????? ?? ??? ????? ??? ????????? ???? ??? ???? ??? ?? ????? ???? 86,710 ???? ???? ????",21,26,5
"""The company held an auction on his account.",????? ?? ???? ???? ?????? ?? ????? ?????,8,8,0
"""The party has especially cited the remarks made by Modi like, I want to ask Shehzada whether this money has come from your mamas (maternal uncle) place as also If you have courage, Madam you are sick, give work to your son (bete ko kam do).","?? ?????? ??? ???????? ?? ???? ?? ?? ??????? ?? ?????? ?? ?????? ???? ?? ??? ??????? ?? ????? ????? ??? ?? ?? ?? ???? ???? ???? ?? ???? ?? ??? ?? ?? ?? ?? ?? ??? ?? ??? ?????? ??, ???? ?? ????? ???, ???? ???? ?? ??? ?? ???",,,0
"""The public debt of India is [in this document] repudiated: the payment of taxes is forbidden, cow - killing is prohibited, prisoners are to be released, and all persons who have suffered tyranny and injustice, caused by the British Government, are to be reinstated in their rights.","?? ???? ??? ???? ?? ?? ?? ???? ????, ???? ?? ?????? ?? ??????? ???? ???, ??????? ?????, ??????? ?? ????? ??? ??? ????? ?? ?? ??????? ????? ?????? ???????? ?? ?????? ?? ?????? ??, ???? ???? ?????? ???? ??????? ????",47,41,6
He was sworn in as Chief Justice of Madhya Pradesh High Court in 2012 and was elevated to the Supreme Court in 2013.,?? ??????? 2012 ??? ???? ?????? ??? ????? ?? ????? ????????? ??????? ??? ???,23,14,9
"Upon reaching Charanpur, he meets Kaveri Amma, and learns how his childhood friend Gita (Gayatri Joshi), who after her parents died, brought Kaveri Amma to stay with her.","?????? ??????? ??, ?? ?????? ????? ?? ????? ?? ?? ??? ??? ???? ?? ?? ?? ???? ???? ?? ????? ???? (??????? ????) ??, ?? ???? ????-???? ?? ?????? ?? ??? ???? ??? ???? ?? ??? ?????? ????? ?? ?? ?? ???",28,42,14
"With new re-gasification LNG terminals coming up at Kochi and Dabhol, the countrys current import capacity of 14 million tonnes a year is set to increase to 20 million tonnes a year by 2012-13.","?????? ?? ????? ??? ?????? ?? ??? ???????????? ???????? ???????? ???? ?? ???? 2012-13 ?? ??? ?? 1.40 ????? ?? ??????? ?????? ???? ???? ?? ??????, ?? ????? ?? ??????? ?? ?? ???? ?? ??????? ???",34,36,2
He was 12.,"""?? 12??? ??? ?? ???? ???",,6,6
Gujral and Chief Ministers Keshubhai Patel (Gujarat) and Ashok Gehlot (Rajasthan) were also there.,???????? ?? ??????????? ???? ????? ?? ????????? ?? ???? ?? ?????,14,11,3
South Africa leads 2-1 and was edging toward a first Test series win over Australia at home since 1970.,?????? ??????? ?? ??? 2-1 ?? ??? ?? ?? ?? ?? ???? ?????????? ?? ???? ????????? ?? ???? ?? ?? 1969-70 ?? ??? ??? ??????????? ?? ????? ???? ????? ????? ???????? ???????,19,32,13
"""That throws up huge opportunities"""" for firms, he said.""","""?? ???? ??? ?? ????? ???????? ?? ??? ???? ???? ??????",9,11,2
Sub - lease is admissible in certain specified circumstances only.,??-????????/??-????? ??????? ??????????? ???????????? ??? ?? ????? ???? ???,10,9,1
Pricing of material,??????? ?? ???? ????????,,,0
He was very much loving me.,?? ???? ???? ?????? ????? ???? ???,6,7,1
"Union Health Ministry said, World Health Organization, WHO has advised that a country needs 140 tests per day per million population.",???????? ????????? ???????? ?? ????? ?? ?? ????? ????????? ????? ?? ???? ?? ??? ?? ??? ????? ?? ??? ????? ?? ?? ?? ????? ??????? ???????? ???? ?? ???? ?? ???,21,31,10
Rahul Gandhi at the Somnath Temple in Gujarat,?????? ?? ?????? ????? ??? ????? ?????,8,7,1
"Meanwhile, large number of police have been deployed at the spot.",?? ??? ???? ???? ????? ?? ????? ?? ???? ??? ???,11,11,0
"Subsequently, the police reached the spot.",???? ??? ????? ???? ???????,6,5,1
"""They announced they would remain with the ruling coalition and seek recognition from the Election Commission as the real RLSP.",???????? ????? ?? ?? ?? ?? ????????? ?????? ??? ??? ?????? ?? ????? ???? ?? ‘???????? ????????? ??? ???? ??????’ ?? ??? ??? ??????? ??????? ???????,20,26,6
Delhi Police Constable Result 2021: Candidates check how to view results at ssc.nic.in and all other details here,"Delhi Police Constable Result 2021: ?? ???? ?? ???? ??? ??????, ??? ??? ????",18,14,4
"Clearly, the chieftain has some responsibility among Gods people.","""?? ????? ?? ????? ???? ???, ?????? ???? ?? ????? ??? ????? ?? ?",9,14,5
any former name or names and surname or surnames in full.,???? ???? ???????? ??? ???? ????? ??? ????? ???? ????? ?? ?????,11,12,1
Delhi Congress chief Subhash Chopra reached the court complex along with party members and called for action against the personnel involved in the clash.,?????? ???????? ?????? ????? ?????? ?????? ??????? ?? ??? ????? ????? ?????? ?? ???? ??? ??????? ???????? ?? ????? ???????? ?? ???? ??.,24,23,1
Police have arrested over 14 persons in the case.,?? ???? ????? ?? ?????? ??? ????? ????? ???????? ?? ???????? ?? ?????,9,13,4
"Supreme Court is indeed supreme but not infallible, said Owaisi.","????? ?? ??? ?? ??????? ????? ???? ???? ??, ?? ???? ?????",10,12,2
A reign of terror was let loose in Eastern Bengal and Assam.,???? ?? ????? ??? ???? ?? ????? ???,12,8,4
"In the men's super-G alpine skiing, two bronze medals were awarded for a third place tie.","???? ????-?? ??????? ??????? ???, ?? ?????? ??? ?? ????? ????? ?? ??? ??? ?? ???",16,16,0
"""The youth died on the spot.",???? ??? ???? ?? ???? ?? ?? ??? ?? ???,6,10,4
run-in,?????,,,0
Former India cricket captain Sachin Tendulkar is arguably the greatest batsman of all-time and is widely regarded as the God of Cricket.,???? ?? ???? ???????? ???? ???????? ?? ??????? ?? ????? ??? ???? ???,22,13,9
"A Loan of EUR 100 million will be extended by Agence Franaise de Dveloppement (AFD), which shall be given as a grant to Smart Cities for implementation of 15 innovative projects selected through the All-India Challenge",???? ?????? ???????????? ?? ??? ???? ?? ??????? ??? ?? 15 ???? ?????????? ?? ??? ????? ???????? ?? ??????????? (?????) 100 ?????? ???? ?? ?? ????,36,26,10
"I heard that, and I said, 'Yeah okay, now I understand why I am doing less (work) and why the good movies are not coming to me.'",????? ???? ?? ?? ???? ????? ??? ?? ?? ???? ??? ??? ??? ????? ???? ?? ????? ??????? ??? ??? ??? ??? ?? ?? ????? ??????? ???? ??? ????? ???? ? ??? ????,27,33,6
"""The alliance was only hurting it.",?????? ?? ??? ?????? ?????? ??? ???,6,7,1
"""The meeting was chaired by Saudi Finance Minister Mohammed Al-Jadaan and Ahmed Alkholifey, chairman of the Saudi Arabian Monetary Authority.",???? ?? ????? ???? ??? ?? ????? ?????? ??????? ??-???? ?? ???? ?? ???????? ???? ?? ?????? ???? ??-????? ??????? ?? ?????? ??? ??????,20,24,4
"Despite a peace deal signed in June this year, large parts of Mali remain beyond the control of government and foreign forces.",??? ??? ??? ??? ?? ????? ?????? ?? ????????? ?? ??? ?? ???? ?? ?? ?????? ????? ?? ?????? ???? ?? ???????? ?? ???? ???.,22,25,3
"According to ISRO, the lunar South Pole is especially interesting because of the lunar surface area here that remains in shadow is much larger than that at the North Pole.",???? ?? ?????? ???? ?? ??????? ????? ??????? ???? ?????? ?? ??????? ?? ?????? ????? ??????? ?? ??????? ???? ???? ?? ?? ?????? ??? ???? ???? ???,30,27,3
"""The three other arrested employees of Kingfisher Airlines include Shailesh Borkar, Amit Natkarni and AC Shah.","???????? ??? ?? ???????? ????????? ?? ????? ????? ?? ????? ??? ???? ????? ?????????? ????? ?????, ??? ??? ?? ???? ??????? ?? ?? ???????? ???? ??? ???",16,27,11
He is survived by his wife Priti and eight-year-old daughter Praniti.,???? ?? ?????? ??? ???? ????? ?????? ?? ?? ??????? ???? ??????? ??.,11,13,2
Step 5: The result will appear on your screen.,??? 5: ???? ???? ?????? ???? ??????? ?? ? ??????,9,10,1
Science may have found a cure for most evils. but it has found no remedy for the worst of them all - - the apathy of human beings.,??????? ?? ???? ??????? ???????? ?? ??? ???? ??? ???? ??. ????? ????? ???? ???? ????? ??? ??? ??? ???? ???? ???? ?? ?? ?? ???????? ?? ?????????,28,28,0
"""The event was organised by Federation of Indian Chambers of Commerce and Industry (FICCI) and Brookings Institute, a Washington-based eminent American think tank.",??????? ?? ????? ?????? ?????? ?????? ??? ???????? ????? ??? ??????? ???????? ??????????? ?? ???? ???,23,16,7
"All of them are located roundabout the Pallava capital of Kanchi and the port town of Mahabalipuram Mamallapuram in the Chingleput, North Arcot, and South Arcot districtscomprising the Pallava home province of Tondaimandalam the region situated to the north, west and south of modern Madras.","?? ???? ?? ????? ??????? ????? ?? ?????????? ?????????? ?? ????? ??? ?? ????? ????? ???, ?? ??????? ?? ??? ????????? ?????????? ?????? ?????? ?? ?????, ?????? ?? ?????? ??? ????? ??????? ??? ????? ???, ?????? ????? ?? ??????? ????? ????? ??? ????",45,43,2
"Every Indian has believed that India's dreams, hopes and aspirations can be fulfilled and resolutions can be achieved","?? ?????? ?? ?? ???????? ??? ?? ?? ???? ?? ???? ???? ?? ???? ???, ????? ?? ?????????? ???? ?? ???? ???, ??????? ????? ?? ???? ???",18,27,9
"On the Prime Ministers foreign visits and expenses incurred on these trips, the PMO advised Galgali to go through the PMOs website to obtain the details.",???????????? ?? ????? ????? ?? ?? ?? ??? ???? ?? ???? ????? ?? ????? ?? ???? ?? ?? ?? ????? ??????? ???? ?? ??? ???????????? ???????? ?? ??????? ??????,26,29,3
Sushants body was found hanging from a celling fan in his apartment in Bandra on 14 June,?????? 14 ??? ?? ???? ??????? ?? ?? ??? ??? ??? ?? ???,17,13,4
"And I will become their God, and they themselves will become my people.","??? ???? ???????? ???? ?? ??? ????????, ?? ??? ???? ???? ?? ???????. ?? ??? ???? ????????? ???????, ?? ?? ???? ????? ???????...",13,23,10
Suicide blast kills nine in Somalia,???????? ??? ??????? ?? ????? ?? ???,6,7,1
"By the end of the Classical age, Persia had been reconsolidated into the Sassanid Empire, also known as the second Persian Empire.","????????? ???? ?? ??? ??, ???? ??? ???????????????? ??? ?? ?????? ??????? ????????? ?? ????? ????? ????????? ?? ??? ??? ???? ???? ???",22,23,1
"Winning the first match, was a good start.",???? ???? ??? ????? ?? ?????? ???? ?? ????? ???,8,10,2
"For photography, it has a 64MP primary sensor, 8MP ultra-wide-angle, 5MP macro sensor and 2MP depth sensor camera.","Poco X3 ?????????? ??? ????? ????? ????? ???? ??? ??, ?????? 64MP ?? ???? IMX682 ?????, 13MP ?? ???? ???? ????, 2MP ?? ????? ????? ?? 2MP ?? ?????? ???? ????? ???",18,32,14
"Most of the songs sung are hymns from Ramayana, Mahabharata or Bhagavata.",???? ??? ?? ??????? ?????? ?? ????? ?? ??? ?? ??? ????,12,12,0
"""The protest is not for harassing anybody, they said.",???????? ????? ?? ????? ???????? ???? ?? ?????? ???? ?? ??? ???? ???,9,13,4
"Dhiraj Relli, MD & CEO, HDFC Securities","???? ??????, ????-????, ???????? ???????????",7,5,2
Parking facility is in the basement of the building.,????? ?? ?????? ??? ???????? ?? ?????? ?? ?? ???,9,10,1
Congress President Rahul Gandhi will be attending all the three oath-taking ceremonies.,???????? ??????? ????? ????? ????? ??? ????? ?????? ??? ?????? ?????.,12,11,1
"""The world does not need lessons on democracy and human rights from a country that can be charitably described as a failed state, it said.","???????? ???, ‘?????? ?? ??? ??? ?? ???????? ?? ?????????? ?? ???? ???? ?? ??? ?????? ???? ?? ???? ?? ???? ??? ????? ???? ??.",25,25,0
"""There have been many reasons for this.",?? ???? ????????? ??? ???? ????,7,6,1
Yet nothing was done.,????? ??? ????????? ???? ????,,5,5
Pakistan set to declare Gilgit-Baltistan as fifth province,??????-??????????? ?? '??????-???????? ?????' ????? ?? ??? ?????????,8,8,0
Student Dies at School in Hyderabad,???????? ??? ???? ?????? ?? ?????? ?????,6,7,1
"It indeed is the most vital sector for linking businesses, bringing people together and promoting tourism worldwide, he added.","????????? ??? ?? ???????? ?? ??? ??? ??????, ????? ?? ?? ????? ?? ?????? ??? ???? ??? ???????? ??? ?????? ?? ?????? ???? ?? ??? ?? ???? ??????????? ??????? ?? ??? ??? ??????? ???",19,34,15
"Modi said we will give Rs 15 lakh in every bank account (by bringing back black money stashed away abroad), but didnt even deposit Rs 5.","????? ?? ???, ‘???? ?? ?? ??? ?? ???? ?????? ??? 15 ??? ????? ????? ????? ?? 5 ????? ?? ???? ????, ????? ???? ??? ??? ?? ???? ??????? ???? ???? ?? ????? ????? ?? ??? ??? ??? ?????",26,39,13
"Robbers target petrol pump again, decamp with",??? ???? ??????? ?? ??????? ???? ????,7,7,0
"Areas of discussion in the JCM include cooperation in space, renewable energy, start-up, SMEs, food security, including durable foods and packaging, services sector,tourism sector, exchange of ideas and visit of young entrepreneurs","??????? ???? ?? ???? ??? ????????, ???????? ?????, ??????? ??, ??? ??? ????? ????????, ????? ???????, ???? ???????, ?????? ??????? ??????? ?????? ?? ????? ?? ???",32,26,6
"""The feedback is shared with the Telecom Service Providers every week for taking action in a time bound manner",?? ??????????? ?? ??????? ????? ?? ???????? ???? ?? ??? ????? ?????? ???????? ???? ????????? ?? ??? ???? ???? ???? ??,19,21,2
"Apart from this, Mouni will be seen in Akshay Kumars film Gold.",??? ??? ?? ?? ?? ???? ??? ????? ????? ?? ????? ‘?????’ ??? ??? ??? ???? ???.,12,17,5
"""The police has found no evidence against him.",????? ?? ???? ??? ?? ??? ???????? ???? ???? ???,8,10,2
"As the descendants of Abraham, Isaac, and Jacob multiplied into the millions, Jehovah made a nation out of them the nation of ancient Israel.",( ?) ????? ?? ???? ???? ???? ???? ?????,24,9,15
We should not mix them.,???? ???? ??? ?????? ???? ???? ??????,5,7,2
"After his parents divorced in 1980, Musk lived mostly with his father in the suburbs of Pretoria, which Musk chose two years after his parents split up, but now Musk says it was a mistake.","???? ????-???? ?? ???? ?? ???, ???? ???????? ???? ???? ?? ??? ?????????? ?? ??????? ????? ??? ???? ??, ???? ???? ?? ???? ????-???? ?? ??? ???? ?? ?? ??? ??? ???? ??, ????? ?? ???? ???? ??? ?? ?? ?? ???? ???",35,43,8
Today an extremely important programme is being taken up and that is connecting Jharkhand and Bihar.,?? ?? ???? ???? ????????? ????????? ?? ?????? ?? ????? ?? ???? ??? ???,16,14,2
"""The US-Hong Kong-China co-production is financed by Dadi Media Group, Beijing Golden World Pictures, Shanghai Longzhilin Cultural Investment Partnership and Kirin Media.","?? ????? ???????, ???????? ?? ??? ?? ??????? ??????? ??? ?????, ???? ???? ?????? ?????, ?????? ?????? ?????? ????????, ????? ?????????? ?????? ??????????? ?????????? ?? ????? ?????? ?????? ??????? ?????? ?? ??????",22,32,10
"""And so, my best wishes to the organizers for naming the theme of this festival as """"RISEN: Research, Innovation and Science Empowering the Nation.""","?? ?????, ?? estival ?? ???, RISN: Research, Innovation and Science mpowering the Nation ?? ???? ?? ??? ??????? ?? ???? ??? ?? ????-???? ???????????",24,25,1
"All-rounders cant be manufactured, they dont grow on trees.","???????? ???, ''?? ???????? ?? ??????? ???? ???? ?? ???? ??, ?? ?????? ?? ???? ???? ????",9,17,8
Every person in ayodhya was excited on return of their king,?????????????? ?? ????? ???? ??? ????? ???? ?? ???? ?? ??????? ???,11,12,1
I worked hard.,????? ???? ????? ???,,,0
Students queries were taken up by experts.,?????????? ?? ?????? ?? ??????????? ?? ???? ????,7,8,1
RSV does cause epithelium damage.,RSV ?? ????????? ?? ?????? ??????? ???,5,7,2
Oilseeds: About 8.73 lakh ha area coverage under oilseeds as compared to 6.80 lakh ha.,?????: ????? ?? ??? ????? ???? ??? ???? ?? ????? 6.80 ??? ???????? ?? ????? ??? ????? ???? ??????? ???? 8.73 ??? ???????? ???,15,24,9
Check out this video-,?? ????? ??????-,,,0
You can also get five per cent off on Axis Bank Buzz Credit Card.,???? ????? ??? ?? Axis Bank Buzz ??????? ????? ?????? ??? ?? ??? ?? ??????? ?? ???? 5 ??????? ????????? ?? ?? ??????? ?????,14,24,10
